id,heart-rate,variance,target
11451,43,0,
11452,43,0,
11453,43,0,
11454,43,0,
11455,43,0,
11456,44,1,
11457,44,0,
11458,43,-1,
11459,43,0,
11460,43,0,
11461,43,0,
11462,43,0,
11463,43,0,
11464,43,0,
11465,44,1,
11466,43,-1,
11467,42,-1,
11468,43,1,
11469,44,1,
11470,52,8,
11471,55,3,
11472,53,-2,
11473,51,-2,
11474,50,-1,
11475,49,-1,
11476,47,-2,
11477,45,-2,
11478,44,-1,
11479,43,-1,
11480,44,1,
11481,43,-1,
11482,42,-1,
11483,43,1,
11484,42,-1,
11485,43,1,
11486,42,-1,
11487,43,1,
11488,43,0,
11489,44,1,
11490,43,-1,
11491,42,-1,
11492,42,0,
11493,42,0,
11494,43,1,
11495,43,0,
11496,42,-1,
11497,43,1,
11498,42,-1,
11499,41,-1,
11500,42,1,
11501,42,0,
11502,42,0,
11503,43,1,
11504,43,0,
11505,43,0,
11506,43,0,
11507,43,0,
11508,43,0,
11509,42,-1,
11510,42,0,
11511,43,1,
11512,42,-1,
11513,42,0,
11514,42,0,
11515,41,-1,
11516,42,1,
11517,42,0,
11518,42,0,
11519,42,0,
11520,42,0,
11521,42,0,
11522,43,1,
11523,42,-1,
11524,42,0,
11525,43,1,
11526,43,0,
11527,42,-1,
11528,42,0,
11529,42,0,
11530,42,0,
11531,42,0,
11532,42,0,
11533,42,0,
11534,43,1,
11535,42,-1,
11536,42,0,
11537,42,0,
11538,42,0,
11539,43,1,
11540,43,0,
11541,42,-1,
11542,42,0,
11543,43,1,
11544,42,-1,
11545,42,0,
11546,50,8,
11547,51,1,
11548,50,-1,
11549,49,-1,
11550,48,-1,
11551,46,-2,
11552,45,-1,
11553,44,-1,
11554,43,-1,
11555,42,-1,
11556,41,-1,
11557,40,-1,
11558,40,0,
11559,42,2,
11560,41,-1,
11561,41,0,
11562,41,0,
11563,41,0,
11564,41,0,
11565,42,1,
11566,43,1,
11567,66,23,
11568,65,-1,
11569,63,-2,
11570,61,-2,
11571,59,-2,
11572,57,-2,
11573,54,-3,
11574,53,-1,
11575,50,-3,
11576,49,-1,
11577,47,-2,
11578,47,0,
11579,47,0,
11580,48,1,
11581,49,1,
11582,50,1,
11583,51,1,
11584,50,-1,
11585,47,-3,
11586,46,-1,
11587,46,0,
11588,45,-1,
11589,44,-1,
11590,43,-1,
11591,43,0,
11592,43,0,
11593,43,0,
11594,42,-1,
11595,42,0,
11596,42,0,
11597,42,0,
11598,41,-1,
11599,42,1,
11600,43,1,
11601,42,-1,
11602,42,0,
11603,43,1,
11604,44,1,
11605,43,-1,
11606,43,0,
11607,43,0,
11608,42,-1,
11609,41,-1,
11610,41,0,
11611,41,0,
11612,42,1,
11613,43,1,
11614,43,0,
11615,42,-1,
11616,43,1,
11617,44,1,
11618,45,1,
11619,45,0,
11620,46,1,
11621,47,1,
11622,46,-1,
11623,46,0,
11624,45,-1,
11625,46,1,
11626,45,-1,
11627,46,1,
11628,45,-1,
11629,45,0,
11630,46,1,
11631,46,0,
11632,45,-1,
11633,46,1,
11634,46,0,
11635,49,3,
11636,49,0,
11637,48,-1,
11638,48,0,
11639,47,-1,
11640,46,-1,
11641,46,0,
11642,45,-1,
11643,46,1,
11644,46,0,
11645,46,0,
11646,45,-1,
11647,45,0,
11648,45,0,
11649,45,0,
11650,45,0,
11651,46,1,
11652,46,0,
11653,46,0,
11654,46,0,
11655,46,0,
11656,46,0,
11657,47,1,
11658,48,1,
11659,47,-1,
11660,46,-1,
11661,46,0,
11662,45,-1,
11663,44,-1,
11664,45,1,
11665,46,1,
11666,46,0,
11667,46,0,
11668,46,0,
11669,46,0,
11670,47,1,
11671,46,-1,
11672,46,0,
11673,46,0,
11674,46,0,
11675,46,0,
11676,48,2,
11677,48,0,
11678,47,-1,
11679,47,0,
11680,47,0,
11681,47,0,
11682,47,0,
11683,47,0,
11684,47,0,
11685,48,1,
11686,59,11,
11687,57,-2,
11688,56,-1,
11689,53,-3,
11690,51,-2,
11691,49,-2,
11692,48,-1,
11693,47,-1,
11694,47,0,
11695,46,-1,
11696,46,0,
11697,47,1,
11698,47,0,
11699,46,-1,
11700,45,-1,
11701,44,-1,
11702,45,1,
11703,46,1,
11704,46,0,
11705,45,-1,
11706,44,-1,
11707,45,1,
11708,46,1,
11709,52,6,
11710,53,1,
11711,51,-2,
11712,50,-1,
11713,49,-1,
11714,48,-1,
11715,47,-1,
11716,46,-1,
11717,45,-1,
11718,44,-1,
11719,43,-1,
11720,44,1,
11721,44,0,
11722,45,1,
11723,44,-1,
11724,43,-1,
11725,44,1,
11726,45,1,
11727,46,1,
11728,45,-1,
11729,46,1,
11730,45,-1,
11731,44,-1,
11732,45,1,
11733,45,0,
11734,45,0,
11735,45,0,
11736,46,1,
11737,47,1,
11738,46,-1,
11739,46,0,
11740,46,0,
11741,45,-1,
11742,46,1,
11743,47,1,
11744,48,1,
11745,54,6,
11746,54,0,
11747,52,-2,
11748,52,0,
11749,51,-1,
11750,50,-1,
11751,48,-2,
11752,46,-2,
11753,45,-1,
11754,45,0,
11755,45,0,
11756,44,-1,
11757,45,1,
11758,45,0,
11759,45,0,
11760,45,0,
11761,45,0,
11762,45,0,
11763,45,0,
11764,45,0,
11765,50,5,
11766,49,-1,
11767,47,-2,
11768,46,-1,
11769,45,-1,
11770,45,0,
11771,45,0,
11772,44,-1,
11773,45,1,
11774,45,0,
11775,45,0,
11776,45,0,
11777,44,-1,
11778,44,0,
11779,45,1,
11780,44,-1,
11781,45,1,
11782,44,-1,
11783,45,1,
11784,46,1,
11785,45,-1,
11786,46,1,
11787,47,1,
11788,45,-2,
11789,45,0,
11790,44,-1,
11791,44,0,
11792,45,1,
11793,45,0,
11794,46,1,
11795,45,-1,
11796,46,1,
11797,45,-1,
11798,45,0,
11799,45,0,
11800,44,-1,
11801,45,1,
11802,45,0,
11803,45,0,
11804,46,1,
11805,47,1,
11806,47,0,
11807,48,1,
11808,47,-1,
11809,47,0,
11810,47,0,
11811,46,-1,
11812,47,1,
11813,46,-1,
11814,45,-1,
11815,44,-1,
11816,45,1,
11817,46,1,
11818,45,-1,
11819,44,-1,
11820,45,1,
11821,46,1,
11822,45,-1,
11823,46,1,
11824,52,6,
11825,52,0,
11826,52,0,
11827,51,-1,
11828,50,-1,
11829,50,0,
11830,50,0,
11831,49,-1,
11832,49,0,
11833,49,0,
11834,49,0,
11835,48,-1,
11836,48,0,
11837,48,0,
11838,46,-2,
11839,47,1,
11840,66,19,
11841,65,-1,
11842,64,-1,
11843,62,-2,
11844,58,-4,
11845,55,-3,
11846,52,-3,
11847,49,-3,
11848,47,-2,
11849,46,-1,
11850,45,-1,
11851,44,-1,
11852,43,-1,
11853,43,0,
11854,43,0,
11855,42,-1,
11856,42,0,
11857,43,1,
11858,43,0,
11859,43,0,
11860,42,-1,
11861,41,-1,
11862,42,1,
11863,42,0,
11864,41,-1,
11865,40,-1,
11866,40,0,
11867,41,1,
11868,41,0,
11869,41,0,
11870,40,-1,
11871,40,0,
11872,41,1,
11873,40,-1,
11874,40,0,
11875,40,0,
11876,40,0,
11877,40,0,
11878,40,0,
11879,40,0,
11880,40,0,
11881,40,0,
11882,40,0,
11883,40,0,
11884,40,0,
11885,40,0,
11886,39,-1,
11887,40,1,
11888,41,1,
11889,40,-1,
11890,40,0,
11891,39,-1,
11892,39,0,
11893,40,1,
11894,50,10,
11895,51,1,
11896,53,2,
11897,53,0,
11898,50,-3,
11899,48,-2,
11900,46,-2,
11901,44,-2,
11902,43,-1,
11903,43,0,
11904,45,2,
11905,46,1,
11906,45,-1,
11907,43,-2,
11908,42,-1,
11909,41,-1,
11910,42,1,
11911,41,-1,
11912,41,0,
11913,41,0,
11914,41,0,
11915,41,0,
11916,42,1,
11917,43,1,
11918,48,5,
11919,48,0,
11920,47,-1,
11921,46,-1,
11922,45,-1,
11923,43,-2,
11924,42,-1,
11925,43,1,
11926,42,-1,
11927,40,-2,
11928,41,1,
11929,42,1,
11930,42,0,
11931,41,-1,
11932,41,0,
11933,41,0,
11934,41,0,
11935,41,0,
11936,41,0,
11937,41,0,
11938,41,0,
11939,42,1,
11940,41,-1,
11941,41,0,
11942,40,-1,
11943,41,1,
11944,41,0,
11945,42,1,
11946,42,0,
11947,41,-1,
11948,41,0,
11949,41,0,
11950,42,1,
11951,41,-1,
11952,41,0,
11953,41,0,
11954,41,0,
11955,42,1,
11956,42,0,
11957,41,-1,
11958,41,0,
11959,41,0,
11960,41,0,
11961,41,0,
11962,41,0,
11963,40,-1,
11964,40,0,
11965,40,0,
11966,41,1,
11967,41,0,
11968,42,1,
11969,41,-1,
11970,41,0,
11971,42,1,
11972,41,-1,
11973,40,-1,
11974,41,1,
11975,41,0,
11976,41,0,
11977,41,0,
11978,39,-2,
11979,40,1,
11980,41,1,
11981,40,-1,
11982,41,1,
11983,41,0,
11984,41,0,
11985,41,0,
11986,40,-1,
11987,40,0,
11988,40,0,
11989,40,0,
11990,40,0,
11991,41,1,
11992,41,0,
11993,41,0,
11994,41,0,
11995,41,0,
11996,41,0,
11997,41,0,
11998,41,0,
11999,41,0,
12000,40,-1,
12001,40,0,
12002,40,0,
12003,40,0,
12004,40,0,
12005,41,1,
12006,41,0,
12007,40,-1,
12008,41,1,
12009,41,0,
12010,41,0,
12011,41,0,
12012,42,1,
12013,41,-1,
12014,41,0,
12015,41,0,
12016,41,0,
12017,41,0,
12018,41,0,
12019,41,0,
12020,41,0,
12021,41,0,
12022,41,0,
12023,41,0,
12024,40,-1,
12025,40,0,
12026,41,1,
12027,41,0,
12028,41,0,
12029,41,0,
12030,41,0,
12031,42,1,
12032,41,-1,
12033,41,0,
12034,42,1,
12035,41,-1,
12036,41,0,
12037,41,0,
12038,42,1,
12039,41,-1,
12040,40,-1,
12041,40,0,
12042,40,0,
12043,40,0,
12044,41,1,
12045,41,0,
12046,41,0,
12047,41,0,
12048,41,0,
12049,41,0,
12050,41,0,
12051,41,0,
12052,41,0,
12053,41,0,
12054,41,0,
12055,41,0,
12056,41,0,
12057,41,0,
12058,41,0,
12059,42,1,
12060,41,-1,
12061,41,0,
12062,41,0,
12063,42,1,
12064,41,-1,
12065,41,0,
12066,40,-1,
12067,40,0,
12068,63,23,
12069,65,2,
12070,63,-2,
12071,61,-2,
12072,58,-3,
12073,54,-4,
12074,51,-3,
12075,49,-2,
12076,47,-2,
12077,45,-2,
12078,44,-1,
12079,43,-1,
12080,43,0,
12081,43,0,
12082,41,-2,
12083,42,1,
12084,41,-1,
12085,40,-1,
12086,40,0,
12087,41,1,
12088,41,0,
12089,41,0,
12090,41,0,
12091,41,0,
12092,41,0,
12093,41,0,
12094,41,0,
12095,41,0,
12096,41,0,
12097,41,0,
12098,42,1,
12099,42,0,
12100,42,0,
12101,43,1,
12102,46,3,
12103,47,1,
12104,49,2,
12105,67,18,
12106,64,-3,
12107,61,-3,
12108,58,-3,
12109,56,-2,
12110,55,-1,
12111,54,-1,
12112,52,-2,
12113,50,-2,
12114,49,-1,
12115,47,-2,
12116,46,-1,
12117,45,-1,
12118,44,-1,
12119,43,-1,
12120,42,-1,
12121,41,-1,
12122,42,1,
12123,42,0,
12124,43,1,
12125,42,-1,
12126,43,1,
12127,42,-1,
12128,42,0,
12129,42,0,
12130,41,-1,
12131,42,1,
12132,41,-1,
12133,41,0,
12134,41,0,
12135,42,1,
12136,42,0,
12137,41,-1,
12138,40,-1,
12139,41,1,
12140,41,0,
12141,41,0,
12142,41,0,
12143,42,1,
12144,41,-1,
12145,40,-1,
12146,40,0,
12147,40,0,
12148,41,1,
12149,42,1,
12150,41,-1,
12151,41,0,
12152,40,-1,
12153,41,1,
12154,40,-1,
12155,40,0,
12156,41,1,
12157,41,0,
12158,40,-1,
12159,40,0,
12160,41,1,
12161,42,1,
12162,44,2,
12163,43,-1,
12164,42,-1,
12165,41,-1,
12166,42,1,
12167,42,0,
12168,42,0,
12169,41,-1,
12170,42,1,
12171,41,-1,
12172,42,1,
12173,43,1,
12174,44,1,
12175,45,1,
12176,45,0,
12177,45,0,
12178,45,0,
12179,46,1,
12180,46,0,
12181,46,0,
12182,47,1,
12183,46,-1,
12184,45,-1,
12185,46,1,
12186,46,0,
12187,47,1,
12188,46,-1,
12189,47,1,
12190,46,-1,
12191,47,1,
12192,48,1,
12193,48,0,
12194,46,-2,
12195,45,-1,
12196,46,1,
12197,45,-1,
12198,45,0,
12199,46,1,
12200,45,-1,
12201,45,0,
12202,46,1,
12203,46,0,
12204,47,1,
12205,46,-1,
12206,47,1,
12207,47,0,
12208,48,1,
12209,67,19,
12210,66,-1,
12211,63,-3,
12212,62,-1,
12213,61,-1,
12214,59,-2,
12215,56,-3,
12216,53,-3,
12217,50,-3,
12218,47,-3,
12219,45,-2,
12220,44,-1,
12221,43,-1,
12222,44,1,
12223,42,-2,
12224,41,-1,
12225,40,-1,
12226,40,0,
12227,40,0,
12228,41,1,
12229,41,0,
12230,42,1,
12231,43,1,
12232,43,0,
12233,42,-1,
12234,41,-1,
12235,41,0,
12236,42,1,
12237,42,0,
12238,43,1,
12239,42,-1,
12240,41,-1,
12241,42,1,
12242,41,-1,
12243,40,-1,
12244,41,1,
12245,42,1,
12246,42,0,
12247,42,0,
12248,43,1,
12249,42,-1,
12250,42,0,
12251,43,1,
12252,43,0,
12253,43,0,
12254,44,1,
12255,43,-1,
12256,44,1,
12257,45,1,
12258,44,-1,
12259,43,-1,
12260,42,-1,
12261,43,1,
12262,44,1,
12263,43,-1,
12264,41,-2,
12265,40,-1,
12266,41,1,
12267,42,1,
12268,41,-1,
12269,42,1,
12270,43,1,
12271,42,-1,
12272,42,0,
12273,43,1,
12274,43,0,
12275,43,0,
12276,44,1,
12277,45,1,
12278,46,1,
12279,46,0,
12280,46,0,
12281,47,1,
12282,48,1,
12283,47,-1,
12284,48,1,
12285,49,1,
12286,51,2,
12287,50,-1,
12288,48,-2,
12289,47,-1,
12290,46,-1,
12291,45,-1,
12292,46,1,
12293,47,1,
12294,46,-1,
12295,47,1,
12296,48,1,
12297,47,-1,
12298,47,0,
12299,48,1,
12300,53,5,
12301,52,-1,
12302,50,-2,
12303,49,-1,
12304,50,1,
12305,49,-1,
12306,47,-2,
12307,45,-2,
12308,44,-1,
12309,43,-1,
12310,43,0,
12311,44,1,
12312,45,1,
12313,48,3,
12314,54,6,
12315,56,2,
12316,55,-1,
12317,53,-2,
12318,52,-1,
12319,51,-1,
12320,50,-1,
12321,48,-2,
12322,48,0,
12323,49,1,
12324,49,0,
12325,66,17,
12326,66,0,
12327,67,1,
12328,65,-2,
12329,63,-2,
12330,60,-3,
12331,56,-4,
12332,53,-3,
12333,50,-3,
12334,49,-1,
12335,47,-2,
12336,46,-1,
12337,45,-1,
12338,49,4,
12339,49,0,
12340,48,-1,
12341,46,-2,
12342,45,-1,
12343,43,-2,
12344,42,-1,
12345,41,-1,
12346,41,0,
12347,42,1,
12348,42,0,
12349,43,1,
12350,44,1,
12351,45,1,
12352,44,-1,
12353,43,-1,
12354,43,0,
12355,47,4,
12356,48,1,
12357,48,0,
12358,46,-2,
12359,45,-1,
12360,44,-1,
12361,44,0,
12362,44,0,
12363,44,0,
12364,45,1,
12365,45,0,
12366,46,1,
12367,46,0,
12368,47,1,
12369,46,-1,
12370,47,1,
12371,48,1,
12372,48,0,
12373,48,0,
12374,48,0,
12375,46,-2,
12376,45,-1,
12377,44,-1,
12378,43,-1,
12379,42,-1,
12380,43,1,
12381,43,0,
12382,43,0,
12383,44,1,
12384,45,1,
12385,45,0,
12386,45,0,
12387,49,4,
12388,48,-1,
12389,48,0,
12390,47,-1,
12391,48,1,
12392,48,0,
12393,47,-1,
12394,46,-1,
12395,45,-1,
12396,44,-1,
12397,43,-1,
12398,42,-1,
12399,42,0,
12400,43,1,
12401,44,1,
12402,45,1,
12403,43,-2,
12404,42,-1,
12405,42,0,
12406,43,1,
12407,43,0,
12408,43,0,
12409,42,-1,
12410,43,1,
12411,42,-1,
12412,42,0,
12413,42,0,
12414,41,-1,
12415,41,0,
12416,42,1,
12417,42,0,
12418,42,0,
12419,41,-1,
12420,41,0,
12421,41,0,
12422,42,1,
12423,42,0,
12424,43,1,
12425,42,-1,
12426,42,0,
12427,43,1,
12428,44,1,
12429,44,0,
12430,45,1,
12431,44,-1,
12432,43,-1,
12433,43,0,
12434,43,0,
12435,43,0,
12436,43,0,
12437,44,1,
12438,42,-2,
12439,41,-1,
12440,41,0,
12441,42,1,
12442,42,0,
12443,42,0,
12444,43,1,
12445,42,-1,
12446,43,1,
12447,44,1,
12448,45,1,
12449,44,-1,
12450,45,1,
12451,45,0,
12452,44,-1,
12453,45,1,
12454,44,-1,
12455,43,-1,
12456,44,1,
12457,44,0,
12458,45,1,
12459,54,9,
12460,54,0,
12461,53,-1,
12462,51,-2,
12463,49,-2,
12464,47,-2,
12465,45,-2,
12466,44,-1,
12467,43,-1,
12468,42,-1,
12469,43,1,
12470,43,0,
12471,42,-1,
12472,43,1,
12473,43,0,
12474,42,-1,
12475,43,1,
12476,42,-1,
12477,42,0,
12478,42,0,
12479,42,0,
12480,42,0,
12481,42,0,
12482,42,0,
12483,42,0,
12484,43,1,
12485,43,0,
12486,43,0,
12487,43,0,
12488,44,1,
12489,44,0,
12490,45,1,
12491,45,0,
12492,43,-2,
12493,42,-1,
12494,41,-1,
12495,40,-1,
12496,40,0,
12497,40,0,
12498,41,1,
12499,40,-1,
12500,41,1,
12501,41,0,
12502,42,1,
12503,43,1,
12504,43,0,
12505,43,0,
12506,44,1,
12507,44,0,
12508,43,-1,
12509,42,-1,
12510,41,-1,
12511,41,0,
12512,41,0,
12513,42,1,
12514,42,0,
12515,43,1,
12516,43,0,
12517,42,-1,
12518,41,-1,
12519,42,1,
12520,42,0,
12521,42,0,
12522,43,1,
12523,42,-1,
12524,41,-1,
12525,41,0,
12526,41,0,
12527,41,0,
12528,41,0,
12529,42,1,
12530,43,1,
12531,43,0,
12532,43,0,
12533,43,0,
12534,42,-1,
12535,41,-1,
12536,40,-1,
12537,41,1,
12538,42,1,
12539,43,1,
12540,41,-2,
12541,40,-1,
12542,41,1,
12543,42,1,
12544,43,1,
12545,42,-1,
12546,42,0,
12547,42,0,
12548,43,1,
12549,44,1,
12550,43,-1,
12551,43,0,
12552,43,0,
12553,43,0,
12554,42,-1,
12555,43,1,
12556,42,-1,
12557,42,0,
12558,41,-1,
12559,42,1,
12560,43,1,
12561,45,2,
12562,44,-1,
12563,43,-1,
12564,42,-1,
12565,41,-1,
12566,41,0,
12567,42,1,
12568,42,0,
12569,41,-1,
12570,41,0,
12571,42,1,
12572,42,0,
12573,43,1,
12574,43,0,
12575,42,-1,
12576,42,0,
12577,43,1,
12578,42,-1,
12579,41,-1,
12580,40,-1,
12581,41,1,
12582,42,1,
12583,41,-1,
12584,42,1,
12585,41,-1,
12586,41,0,
12587,42,1,
12588,42,0,
12589,41,-1,
12590,41,0,
12591,42,1,
12592,42,0,
12593,41,-1,
12594,42,1,
12595,43,1,
12596,43,0,
12597,42,-1,
12598,42,0,
12599,43,1,
12600,43,0,
12601,43,0,
12602,43,0,
12603,42,-1,
12604,42,0,
12605,42,0,
12606,41,-1,
12607,42,1,
12608,41,-1,
12609,42,1,
12610,42,0,
12611,42,0,
12612,41,-1,
12613,42,1,
12614,42,0,
12615,42,0,
12616,41,-1,
12617,41,0,
12618,40,-1,
12619,41,1,
12620,42,1,
12621,41,-1,
12622,42,1,
12623,43,1,
12624,43,0,
12625,42,-1,
12626,41,-1,
12627,42,1,
12628,42,0,
12629,42,0,
12630,43,1,
12631,42,-1,
12632,43,1,
12633,43,0,
12634,42,-1,
12635,42,0,
12636,41,-1,
12637,42,1,
12638,43,1,
12639,43,0,
12640,43,0,
12641,43,0,
12642,42,-1,
12643,42,0,
12644,42,0,
12645,42,0,
12646,42,0,
12647,42,0,
12648,41,-1,
12649,41,0,
12650,42,1,
12651,42,0,
12652,43,1,
12653,43,0,
12654,43,0,
12655,43,0,
12656,43,0,
12657,42,-1,
12658,42,0,
12659,42,0,
12660,43,1,
12661,42,-1,
12662,43,1,
12663,42,-1,
12664,42,0,
12665,42,0,
12666,43,1,
12667,42,-1,
12668,42,0,
12669,43,1,
12670,43,0,
12671,42,-1,
12672,43,1,
12673,42,-1,
12674,43,1,
12675,43,0,
12676,43,0,
12677,43,0,
12678,43,0,
12679,42,-1,
12680,42,0,
12681,42,0,
12682,42,0,
12683,43,1,
12684,42,-1,
12685,42,0,
12686,43,1,
12687,43,0,
12688,42,-1,
12689,43,1,
12690,43,0,
12691,42,-1,
12692,42,0,
12693,42,0,
12694,42,0,
12695,43,1,
12696,43,0,
12697,42,-1,
12698,42,0,
12699,41,-1,
12700,42,1,
12701,43,1,
12702,44,1,
12703,43,-1,
12704,43,0,
12705,44,1,
12706,43,-1,
12707,43,0,
12708,43,0,
12709,43,0,
12710,43,0,
12711,42,-1,
12712,42,0,
12713,42,0,
12714,42,0,
12715,42,0,
12716,43,1,
12717,51,8,
12718,53,2,
12719,52,-1,
12720,53,1,
12721,52,-1,
12722,51,-1,
12723,49,-2,
12724,48,-1,
12725,47,-1,
12726,46,-1,
12727,47,1,
12728,46,-1,
12729,45,-1,
12730,44,-1,
12731,43,-1,
12732,42,-1,
12733,43,1,
12734,44,1,
12735,45,1,
12736,45,0,
12737,46,1,
12738,48,2,
12739,47,-1,
12740,46,-1,
12741,44,-2,
12742,43,-1,
12743,43,0,
12744,42,-1,
12745,43,1,
12746,43,0,
12747,43,0,
12748,44,1,
12749,44,0,
12750,44,0,
12751,44,0,
12752,61,17,
12753,58,-3,
12754,57,-1,
12755,56,-1,
12756,54,-2,
12757,51,-3,
12758,49,-2,
12759,47,-2,
12760,46,-1,
12761,45,-1,
12762,44,-1,
12763,44,0,
12764,43,-1,
12765,42,-1,
12766,43,1,
12767,43,0,
12768,43,0,
12769,43,0,
12770,42,-1,
12771,42,0,
12772,42,0,
12773,43,1,
12774,43,0,
12775,44,1,
12776,44,0,
12777,43,-1,
12778,43,0,
12779,43,0,
12780,42,-1,
12781,43,1,
12782,43,0,
12783,44,1,
12784,44,0,
12785,45,1,
12786,45,0,
12787,45,0,
12788,45,0,
12789,50,5,
12790,50,0,
12791,49,-1,
12792,48,-1,
12793,46,-2,
12794,45,-1,
12795,44,-1,
12796,43,-1,
12797,44,1,
12798,45,1,
12799,46,1,
12800,47,1,
12801,46,-1,
12802,45,-1,
12803,44,-1,
12804,43,-1,
12805,43,0,
12806,43,0,
12807,43,0,
12808,43,0,
12809,44,1,
12810,43,-1,
12811,43,0,
12812,42,-1,
12813,43,1,
12814,44,1,
12815,44,0,
12816,71,27,
12817,75,4,
12818,74,-1,
12819,73,-1,
12820,70,-3,
12821,67,-3,
12822,64,-3,
12823,60,-4,
12824,56,-4,
12825,53,-3,
12826,52,-1,
12827,50,-2,
12828,47,-3,
12829,46,-1,
12830,46,0,
12831,47,1,
12832,45,-2,
12833,46,1,
12834,47,1,
12835,46,-1,
12836,45,-1,
12837,46,1,
12838,46,0,
12839,46,0,
12840,47,1,
12841,45,-2,
12842,44,-1,
12843,44,0,
12844,43,-1,
12845,43,0,
12846,44,1,
12847,45,1,
12848,46,1,
12849,46,0,
12850,47,1,
12851,50,3,
12852,50,0,
12853,48,-2,
12854,48,0,
12855,47,-1,
12856,48,1,
12857,47,-1,
12858,47,0,
12859,47,0,
12860,47,0,
12861,48,1,
12862,48,0,
12863,48,0,
12864,62,14,
12865,60,-2,
12866,58,-2,
12867,55,-3,
12868,53,-2,
12869,51,-2,
12870,49,-2,
12871,48,-1,
12872,47,-1,
12873,46,-1,
12874,47,1,
12875,47,0,
12876,48,1,
12877,49,1,
12878,50,1,
12879,49,-1,
12880,48,-1,
12881,49,1,
12882,48,-1,
12883,49,1,
12884,49,0,
12885,56,7,
12886,55,-1,
12887,54,-1,
12888,52,-2,
12889,50,-2,
12890,48,-2,
12891,46,-2,
12892,45,-1,
12893,45,0,
12894,46,1,
12895,45,-1,
12896,45,0,
12897,45,0,
12898,45,0,
12899,45,0,
12900,44,-1,
12901,45,1,
12902,46,1,
12903,47,1,
12904,48,1,
12905,48,0,
12906,47,-1,
12907,46,-1,
12908,47,1,
12909,46,-1,
12910,45,-1,
12911,44,-1,
12912,45,1,
12913,44,-1,
12914,43,-1,
12915,44,1,
12916,45,1,
12917,46,1,
12918,46,0,
12919,46,0,
12920,45,-1,
12921,46,1,
12922,45,-1,
12923,45,0,
12924,45,0,
12925,60,15,
12926,59,-1,
12927,59,0,
12928,59,0,
12929,56,-3,
12930,52,-4,
12931,50,-2,
12932,47,-3,
12933,46,-1,
12934,46,0,
12935,46,0,
12936,53,7,
12937,52,-1,
12938,51,-1,
12939,50,-1,
12940,49,-1,
12941,47,-2,
12942,45,-2,
12943,44,-1,
12944,43,-1,
12945,42,-1,
12946,43,1,
12947,42,-1,
12948,43,1,
12949,43,0,
12950,61,18,
12951,70,9,
12952,70,0,
12953,68,-2,
12954,65,-3,
12955,62,-3,
12956,59,-3,
12957,56,-3,
12958,53,-3,
12959,52,-1,
12960,51,-1,
12961,50,-1,
12962,49,-1,
12963,48,-1,
12964,47,-1,
12965,45,-2,
12966,46,1,
12967,46,0,
12968,46,0,
12969,45,-1,
12970,45,0,
12971,45,0,
12972,45,0,
12973,58,13,
12974,61,3,
12975,62,1,
12976,61,-1,
12977,64,3,
12978,64,0,
12979,63,-1,
12980,61,-2,
12981,59,-2,
12982,56,-3,
12983,54,-2,
12984,51,-3,
12985,50,-1,
12986,49,-1,
12987,48,-1,
12988,47,-1,
12989,46,-1,
12990,45,-1,
12991,44,-1,
12992,44,0,
12993,44,0,
12994,44,0,
12995,45,1,
12996,46,1,
12997,45,-1,
12998,44,-1,
12999,43,-1,
13000,43,0,
13001,44,1,
13002,44,0,
13003,45,1,
13004,58,13,
13005,58,0,
13006,58,0,
13007,58,0,
13008,58,0,
13009,60,2,
13010,60,0,
13011,60,0,
13012,59,-1,
13013,58,-1,
13014,57,-1,
13015,58,1,
13016,60,2,
13017,59,-1,
13018,57,-2,
13019,56,-1,
13020,55,-1,
13021,55,0,
13022,55,0,
13023,56,1,
13024,56,0,
13025,56,0,
13026,56,0,
13027,58,2,
13028,56,-2,
13029,55,-1,
13030,54,-1,
13031,53,-1,
13032,53,0,
13033,52,-1,
13034,53,1,
13035,52,-1,
13036,55,3,
13037,56,1,
13038,55,-1,
13039,54,-1,
13040,54,0,
13041,54,0,
13042,54,0,
13043,58,4,
13044,57,-1,
13045,62,5,
13046,60,-2,
13047,59,-1,
13048,56,-3,
13049,55,-1,
13050,54,-1,
13051,54,0,
13052,54,0,
13053,52,-2,
13054,56,4,
13055,55,-1,
13056,54,-1,
13057,53,-1,
13058,52,-1,
13059,51,-1,
13060,50,-1,
13061,50,0,
13062,50,0,
13063,50,0,
13064,50,0,
13065,50,0,
13066,51,1,
13067,51,0,
13068,51,0,
13069,53,2,
13070,53,0,
13071,53,0,
13072,53,0,
13073,53,0,
13074,52,-1,
13075,53,1,
13076,52,-1,
13077,53,1,
13078,53,0,
13079,54,1,
13080,54,0,
13081,56,2,
13082,55,-1,
13083,55,0,
13084,54,-1,
13085,53,-1,
13086,52,-1,
13087,52,0,
13088,51,-1,
13089,51,0,
13090,52,1,
13091,52,0,
13092,50,-2,
13093,51,1,
13094,52,1,
13095,52,0,
13096,52,0,
13097,53,1,
13098,52,-1,
13099,52,0,
13100,51,-1,
13101,50,-1,
13102,50,0,
13103,49,-1,
13104,48,-1,
13105,51,3,
13106,51,0,
13107,51,0,
13108,54,3,
13109,55,1,
13110,56,1,
13111,55,-1,
13112,54,-1,
13113,53,-1,
13114,53,0,
13115,53,0,
13116,52,-1,
13117,52,0,
13118,52,0,
13119,53,1,
13120,53,0,
