id,heart-rate,variance,target
40494,55,0,2
40495,55,0,2
40496,55,0,2
40497,56,1,2
40498,56,0,2
40499,57,1,2
40500,57,0,2
40501,57,0,2
40502,56,-1,2
40503,55,-1,2
40504,56,1,2
40505,59,3,2
40506,60,1,2
40507,59,-1,2
40508,58,-1,2
40509,57,-1,2
40510,56,-1,2
40511,55,-1,2
40512,56,1,2
40513,57,1,2
40514,57,0,2
40515,58,1,2
40516,57,-1,2
40517,57,0,2
40518,57,0,2
40519,58,1,2
40520,60,2,2
40521,59,-1,2
40522,58,-1,2
40523,59,1,2
40524,60,1,2
40525,59,-1,2
40526,60,1,2
40527,58,-2,2
40528,59,1,2
40529,57,-2,2
40530,58,1,2
40531,59,1,2
40532,61,2,2
40533,61,0,2
40534,59,-2,2
40535,58,-1,2
40536,58,0,2
40537,58,0,2
40538,57,-1,2
40539,56,-1,2
40540,55,-1,2
40541,54,-1,2
40542,56,2,2
40543,58,2,2
40544,63,5,2
40545,70,7,2
40546,72,2,2
40547,70,-2,2
40548,66,-4,2
40549,64,-2,2
40550,63,-1,2
40551,65,2,2
40552,63,-2,2
40553,62,-1,2
40554,63,1,2
40555,66,3,2
40556,67,1,2
40557,71,4,2
40558,70,-1,2
40559,67,-3,2
40560,68,1,2
40561,70,2,2
40562,69,-1,2
40563,67,-2,2
40564,65,-2,2
40565,64,-1,2
40566,65,1,2
40567,66,1,2
40568,64,-2,2
40569,65,1,2
40570,65,0,2
40571,63,-2,2
40572,64,1,2
40573,65,1,2
40574,68,3,2
40575,69,1,2
40576,70,1,2
40577,69,-1,2
40578,70,1,2
40579,72,2,2
40580,68,-4,2
40581,66,-2,2
40582,68,2,2
40583,70,2,2
40584,72,2,2
40585,74,2,2
40586,76,2,2
40587,74,-2,2
40588,72,-2,2
40589,72,0,2
40590,72,0,2
40591,75,3,2
40592,75,0,2
40593,77,2,2
40594,76,-1,2
40595,73,-3,2
40596,73,0,2
40597,73,0,2
40598,71,-2,2
40599,64,-7,2
40600,63,-1,2
40601,59,-4,2
40602,58,-1,2
40603,58,0,2
40604,58,0,2
40605,57,-1,2
40606,57,0,2
40607,57,0,2
40608,57,0,2
40609,57,0,2
40610,57,0,2
40611,57,0,2
40612,57,0,2
40613,57,0,2
40614,56,-1,2
40615,57,1,2
40616,57,0,2
40617,57,0,2
40618,57,0,2
40619,57,0,2
40620,58,1,2
40621,58,0,2
40622,58,0,2
40623,59,1,2
40624,60,1,2
40625,59,-1,2
40626,59,0,2
40627,58,-1,2
40628,57,-1,2
40629,56,-1,2
40630,54,-2,2
40631,55,1,2
40632,55,0,2
40633,55,0,2
40634,55,0,2
40635,56,1,2
40636,56,0,2
40637,57,1,2
40638,57,0,2
40639,57,0,2
40640,59,2,2
40641,63,4,2
40642,62,-1,2
40643,62,0,2
40644,62,0,2
40645,62,0,2
40646,62,0,2
40647,62,0,2
40648,62,0,2
40649,61,-1,2
40650,60,-1,2
40651,60,0,2
40652,60,0,2
40653,59,-1,2
40654,59,0,2
40655,64,5,2
40656,60,-4,2
40657,59,-1,2
40658,57,-2,2
40659,57,0,2
40660,56,-1,2
40661,57,1,2
40662,57,0,2
40663,59,2,2
40664,57,-2,2
40665,56,-1,2
40666,57,1,2
40667,57,0,2
40668,58,1,2
40669,59,1,2
40670,60,1,2
40671,59,-1,2
40672,58,-1,2
40673,57,-1,2
40674,58,1,2
40675,59,1,2
40676,60,1,2
40677,61,1,2
40678,61,0,2
40679,62,1,2
40680,61,-1,2
40681,60,-1,2
40682,61,1,2
40683,62,1,2
40684,61,-1,2
40685,60,-1,2
40686,59,-1,2
40687,60,1,2
40688,61,1,2
40689,60,-1,2
40690,61,1,2
40691,62,1,2
40692,61,-1,2
40693,60,-1,2
40694,59,-1,2
40695,59,0,2
40696,60,1,2
40697,61,1,2
40698,60,-1,2
40699,59,-1,2
40700,59,0,2
40701,58,-1,2
40702,59,1,2
40703,64,5,2
40704,57,-7,2
40705,57,0,2
40706,58,1,2
40707,59,1,2
40708,58,-1,2
40709,59,1,2
40710,60,1,2
40711,61,1,2
40712,60,-1,2
40713,58,-2,2
40714,59,1,2
40715,58,-1,2
40716,56,-2,2
40717,58,2,2
40718,63,5,2
40719,63,0,2
40720,64,1,2
40721,63,-1,2
40722,59,-4,2
40723,57,-2,2
40724,56,-1,2
40725,55,-1,2
40726,55,0,2
40727,53,-2,2
40728,54,1,2
40729,55,1,2
40730,56,1,2
40731,55,-1,2
40732,55,0,2
40733,54,-1,2
40734,55,1,2
40735,54,-1,2
40736,55,1,2
40737,55,0,2
40738,56,1,2
40739,55,-1,2
40740,56,1,2
40741,57,1,2
40742,58,1,2
40743,58,0,2
40744,57,-1,2
40745,57,0,2
40746,57,0,2
40747,58,1,2
40748,56,-2,2
40749,55,-1,2
40750,57,2,2
40751,58,1,2
40752,57,-1,2
40753,74,17,2
40754,86,12,2
40755,80,-6,2
40756,78,-2,2
40757,69,-9,2
40758,62,-7,2
40759,59,-3,2
40760,58,-1,2
40761,59,1,2
40762,60,1,2
40763,60,0,2
40764,64,4,2
40765,72,8,2
40766,71,-1,2
40767,68,-3,2
40768,62,-6,2
40769,59,-3,2
40770,57,-2,2
40771,56,-1,2
40772,58,2,2
40773,59,1,2
40774,63,4,2
40775,63,0,2
40776,63,0,2
40777,70,7,2
40778,70,0,2
40779,75,5,2
40780,73,-2,2
40781,69,-4,2
40782,66,-3,2
40783,63,-3,2
40784,61,-2,2
40785,62,1,2
40786,63,1,2
40787,61,-2,2
40788,58,-3,2
40789,57,-1,2
40790,57,0,2
40791,58,1,2
40792,57,-1,2
40793,58,1,2
40794,58,0,2
40795,57,-1,2
40796,58,1,2
40797,59,1,2
40798,59,0,2
40799,58,-1,2
40800,57,-1,2
40801,58,1,2
40802,59,1,2
40803,59,0,2
40804,65,6,2
40805,64,-1,2
40806,62,-2,2
40807,56,-6,2
40808,55,-1,2
40809,56,1,2
40810,55,-1,2
40811,56,1,2
40812,54,-2,2
40813,55,1,2
40814,54,-1,2
40815,55,1,2
40816,55,0,2
40817,55,0,2
40818,58,3,2
40819,59,1,2
40820,57,-2,2
40821,54,-3,2
40822,55,1,2
40823,56,1,2
40824,58,2,2
40825,57,-1,2
40826,55,-2,2
40827,56,1,2
40828,57,1,2
40829,56,-1,2
40830,57,1,2
40831,56,-1,2
40832,57,1,2
40833,56,-1,2
40834,56,0,2
40835,56,0,2
40836,57,1,2
40837,56,-1,2
40838,55,-1,2
40839,56,1,2
40840,57,1,2
40841,57,0,2
40842,55,-2,2
40843,56,1,2
40844,55,-1,2
40845,55,0,2
40846,54,-1,2
40847,55,1,2
40848,56,1,2
40849,55,-1,2
40850,56,1,2
40851,55,-1,2
40852,55,0,2
40853,55,0,2
40854,55,0,2
40855,56,1,2
40856,55,-1,2
40857,55,0,2
40858,54,-1,2
40859,55,1,2
40860,56,1,2
40861,55,-1,2
40862,55,0,2
40863,56,1,2
40864,56,0,2
40865,56,0,2
40866,55,-1,2
40867,55,0,2
40868,56,1,2
40869,55,-1,2
40870,55,0,2
40871,56,1,2
40872,55,-1,2
40873,54,-1,2
40874,55,1,2
40875,56,1,2
40876,55,-1,2
40877,54,-1,2
40878,55,1,2
40879,54,-1,2
40880,55,1,2
40881,54,-1,2
40882,54,0,2
40883,55,1,2
40884,55,0,2
40885,56,1,2
40886,56,0,2
40887,56,0,2
40888,55,-1,2
40889,55,0,2
40890,55,0,2
40891,54,-1,2
40892,55,1,2
40893,56,1,2
40894,55,-1,2
40895,54,-1,2
40896,55,1,2
40897,56,1,2
40898,56,0,2
40899,55,-1,2
40900,55,0,2
40901,55,0,2
40902,54,-1,2
40903,55,1,2
40904,56,1,2
40905,55,-1,2
40906,56,1,2
40907,55,-1,2
40908,56,1,2
40909,55,-1,2
40910,55,0,2
40911,55,0,2
40912,55,0,2
40913,55,0,2
40914,55,0,2
40915,54,-1,2
40916,54,0,2
40917,55,1,2
40918,55,0,2
40919,55,0,2
40920,55,0,2
40921,54,-1,2
40922,55,1,2
40923,55,0,2
40924,55,0,2
40925,54,-1,2
40926,54,0,2
40927,54,0,2
40928,55,1,2
40929,54,-1,2
40930,55,1,2
40931,54,-1,2
40932,58,4,2
40933,63,5,2
40934,65,2,2
40935,64,-1,2
40936,62,-2,2
40937,57,-5,2
40938,56,-1,2
40939,54,-2,2
40940,53,-1,2
40941,53,0,2
40942,53,0,2
40943,53,0,2
40944,52,-1,2
40945,51,-1,2
40946,52,1,2
40947,51,-1,2
40948,52,1,2
40949,53,1,2
40950,52,-1,2
40951,53,1,2
40952,52,-1,2
40953,52,0,2
40954,52,0,2
40955,51,-1,2
40956,53,2,2
40957,54,1,2
40958,55,1,2
40959,54,-1,2
40960,53,-1,2
40961,53,0,2
40962,54,1,2
40963,53,-1,2
40964,53,0,2
40965,54,1,2
40966,76,22,2
40967,73,-3,2
40968,72,-1,2
40969,64,-8,2
40970,59,-5,2
40971,58,-1,2
40972,56,-2,2
40973,55,-1,2
40974,54,-1,2
40975,53,-1,2
40976,52,-1,2
40977,50,-2,2
40978,52,2,2
40979,52,0,2
40980,52,0,2
40981,60,8,2
40982,63,3,2
40983,61,-2,2
40984,59,-2,2
40985,57,-2,2
40986,55,-2,2
40987,54,-1,2
40988,53,-1,2
40989,54,1,2
40990,53,-1,2
40991,53,0,2
40992,52,-1,2
40993,52,0,2
40994,52,0,2
40995,52,0,2
40996,53,1,2
40997,52,-1,2
40998,54,2,2
40999,53,-1,2
41000,53,0,2
41001,54,1,2
41002,54,0,2
41003,53,-1,2
41004,53,0,2
41005,54,1,2
41006,53,-1,2
41007,53,0,2
41008,53,0,2
41009,54,1,2
41010,55,1,2
41011,54,-1,2
41012,54,0,2
41013,53,-1,2
41014,53,0,2
41015,52,-1,2
41016,53,1,2
41017,53,0,2
41018,53,0,2
41019,52,-1,2
41020,52,0,2
41021,51,-1,2
41022,56,5,2
41023,55,-1,2
41024,53,-2,2
41025,52,-1,2
41026,53,1,2
41027,52,-1,2
41028,52,0,2
41029,51,-1,2
41030,50,-1,2
41031,53,3,2
41032,53,0,2
41033,51,-2,2
41034,50,-1,2
41035,52,2,2
41036,52,0,2
41037,52,0,2
41038,51,-1,2
41039,50,-1,2
41040,49,-1,2
41041,50,1,2
41042,51,1,2
41043,50,-1,2
41044,49,-1,2
41045,50,1,2
41046,51,1,2
41047,53,2,2
41048,52,-1,2
41049,51,-1,2
41050,51,0,2
41051,52,1,2
41052,51,-1,2
41053,51,0,2
41054,52,1,2
41055,52,0,2
41056,51,-1,2
41057,50,-1,2
41058,51,1,2
41059,52,1,2
41060,52,0,2
41061,51,-1,2
41062,52,1,2
41063,52,0,2
41064,52,0,2
41065,52,0,2
41066,53,1,2
41067,53,0,2
41068,52,-1,2
41069,53,1,2
41070,52,-1,2
41071,52,0,2
41072,53,1,2
41073,52,-1,2
41074,52,0,2
41075,53,1,2
41076,53,0,2
41077,53,0,2
41078,52,-1,2
41079,52,0,2
41080,51,-1,2
41081,50,-1,2
41082,50,0,2
41083,49,-1,2
41084,48,-1,2
41085,51,3,2
41086,50,-1,2
41087,51,1,2
41088,53,2,2
41089,52,-1,2
41090,51,-1,2
41091,51,0,2
41092,50,-1,2
41093,50,0,2
41094,49,-1,2
41095,50,1,2
41096,51,1,2
41097,51,0,2
41098,52,1,2
41099,51,-1,2
41100,51,0,2
41101,51,0,2
41102,53,2,2
41103,52,-1,2
41104,52,0,2
41105,53,1,2
41106,54,1,2
41107,53,-1,2
41108,51,-2,2
41109,58,7,2
41110,61,3,2
41111,61,0,2
41112,61,0,2
41113,60,-1,2
41114,59,-1,2
41115,58,-1,2
41116,57,-1,2
41117,55,-2,2
41118,53,-2,2
41119,52,-1,2
41120,51,-1,2
41121,52,1,2
41122,53,1,2
41123,52,-1,2
41124,51,-1,2
41125,50,-1,2
41126,50,0,2
41127,52,2,2
41128,53,1,2
41129,52,-1,2
41130,51,-1,2
41131,52,1,2
41132,51,-1,2
41133,53,2,2
41134,52,-1,2
41135,51,-1,2
41136,50,-1,2
41137,51,1,2
41138,51,0,2
41139,50,-1,2
41140,50,0,2
41141,51,1,2
41142,50,-1,2
41143,51,1,2
41144,51,0,2
41145,52,1,2
41146,51,-1,2
41147,50,-1,2
41148,51,1,2
41149,51,0,2
41150,52,1,2
41151,51,-1,2
41152,50,-1,2
41153,50,0,2
41154,50,0,2
41155,50,0,2
41156,51,1,2
41157,50,-1,2
41158,49,-1,2
41159,49,0,2
41160,50,1,2
41161,50,0,2
41162,50,0,2
41163,51,1,2
41164,52,1,2
41165,53,1,2
41166,54,1,2
41167,56,2,2
41168,58,2,2
41169,57,-1,2
41170,56,-1,2
41171,55,-1,2
41172,54,-1,2
41173,55,1,2
41174,54,-1,2
41175,53,-1,2
41176,54,1,2
41177,55,1,2
41178,54,-1,2
41179,54,0,2
41180,53,-1,2
41181,54,1,2
41182,54,0,2
41183,53,-1,2
41184,54,1,2
41185,54,0,2
41186,56,2,2
41187,54,-2,2
41188,56,2,2
41189,58,2,2
41190,59,1,2
41191,58,-1,2
41192,56,-2,2
41193,55,-1,2
41194,54,-1,2
41195,53,-1,2
41196,54,1,2
41197,56,2,2
41198,57,1,2
41199,56,-1,2
41200,56,0,2
41201,55,-1,2
41202,54,-1,2
41203,54,0,2
41204,53,-1,2
41205,52,-1,2
41206,52,0,2
41207,74,22,2
41208,75,1,2
41209,73,-2,2
41210,71,-2,2
41211,68,-3,2
41212,64,-4,2
41213,61,-3,2
41214,58,-3,2
41215,56,-2,2
41216,54,-2,2
41217,53,-1,2
41218,52,-1,2
41219,51,-1,2
41220,51,0,2
41221,52,1,2
41222,51,-1,2
41223,50,-1,2
41224,49,-1,2
41225,48,-1,2
41226,49,1,2
41227,50,1,2
41228,51,1,2
41229,50,-1,2
41230,49,-1,2
41231,48,-1,2
41232,47,-1,2
41233,47,0,2
41234,48,1,2
41235,49,1,2
41236,49,0,2
41237,49,0,2
41238,49,0,2
41239,49,0,2
41240,49,0,2
41241,50,1,2
41242,51,1,2
41243,51,0,2
41244,52,1,2
41245,51,-1,2
41246,52,1,2
41247,52,0,2
41248,52,0,2
41249,51,-1,2
41250,50,-1,2
41251,52,2,2
41252,52,0,2
41253,52,0,2
41254,51,-1,2
41255,52,1,2
41256,53,1,2
41257,55,2,2
41258,57,2,2
41259,56,-1,2
41260,55,-1,2
41261,55,0,2
41262,54,-1,2
41263,53,-1,2
41264,51,-2,2
41265,50,-1,2
41266,54,4,2
41267,52,-2,2
41268,51,-1,2
41269,51,0,2
41270,50,-1,2
41271,51,1,2
41272,52,1,2
41273,53,1,2
41274,52,-1,2
41275,52,0,2
41276,51,-1,2
41277,54,3,2
41278,53,-1,2
41279,52,-1,2
41280,52,0,2
41281,53,1,2
41282,54,1,2
41283,55,1,2
41284,54,-1,2
41285,54,0,2
41286,55,1,2
41287,54,-1,2
41288,54,0,2
41289,55,1,2
41290,56,1,2
41291,55,-1,2
41292,54,-1,2
41293,53,-1,2
41294,55,2,2
41295,56,1,2
41296,54,-2,2
41297,53,-1,2
41298,54,1,2
41299,54,0,2
41300,53,-1,2
41301,55,2,2
41302,56,1,2
41303,55,-1,2
41304,54,-1,2
41305,55,1,2
41306,54,-1,2
41307,55,1,2
41308,54,-1,2
41309,55,1,2
41310,54,-1,2
41311,55,1,2
41312,54,-1,2
41313,54,0,2
41314,53,-1,2
41315,53,0,2
41316,52,-1,2
41317,51,-1,2
41318,50,-1,2
41319,49,-1,2
41320,48,-1,2
41321,48,0,2
41322,61,13,2
41323,59,-2,2
41324,58,-1,2
41325,57,-1,2
41326,55,-2,2
41327,54,-1,2
41328,52,-2,2
41329,51,-1,2
41330,50,-1,2
41331,49,-1,2
41332,50,1,2
41333,51,1,2
41334,52,1,2
41335,52,0,2
41336,51,-1,2
41337,50,-1,2
41338,51,1,2
41339,52,1,2
41340,52,0,2
41341,52,0,2
41342,51,-1,2
41343,51,0,2
41344,52,1,2
41345,53,1,2
41346,52,-1,2
41347,51,-1,2
41348,52,1,2
41349,51,-1,2
41350,49,-2,2
41351,49,0,2
41352,50,1,2
41353,51,1,2
41354,52,1,2
41355,52,0,2
41356,56,4,2
41357,55,-1,2
41358,53,-2,2
41359,52,-1,2
41360,52,0,2
41361,53,1,2
41362,52,-1,2
41363,51,-1,2
41364,51,0,2
41365,51,0,2
41366,52,1,2
41367,51,-1,2
41368,51,0,2
41369,50,-1,2
41370,52,2,2
41371,52,0,2
41372,52,0,2
41373,53,1,2
41374,52,-1,2
41375,53,1,2
41376,53,0,2
41377,52,-1,2
41378,51,-1,2
41379,51,0,2
41380,51,0,2
41381,51,0,2
41382,50,-1,2
41383,51,1,2
41384,50,-1,2
41385,51,1,2
41386,52,1,2
41387,51,-1,2
41388,52,1,2
41389,53,1,2
41390,52,-1,2
41391,51,-1,2
41392,50,-1,2
41393,50,0,2
41394,50,0,2
41395,50,0,2
41396,51,1,2
41397,51,0,2
41398,51,0,2
41399,52,1,2
41400,52,0,2
41401,53,1,2
41402,54,1,2
41403,53,-1,2
41404,53,0,2
41405,53,0,2
41406,52,-1,2
41407,51,-1,2
41408,52,1,2
41409,53,1,2
41410,54,1,2
41411,53,-1,2
41412,53,0,2
41413,53,0,2
41414,53,0,2
41415,53,0,2
41416,52,-1,2
41417,53,1,2
41418,54,1,2
41419,55,1,2
41420,54,-1,2
41421,53,-1,2
41422,53,0,2
41423,54,1,2
41424,53,-1,2
41425,53,0,2
41426,53,0,2
41427,54,1,2
41428,53,-1,2
41429,53,0,2
41430,53,0,2
41431,53,0,2
41432,52,-1,2
41433,53,1,2
41434,54,1,2
41435,53,-1,2
41436,53,0,2
41437,53,0,2
41438,54,1,2
41439,55,1,2
41440,54,-1,2
41441,53,-1,2
41442,53,0,2
41443,52,-1,2
41444,52,0,2
41445,52,0,2
41446,54,2,2
41447,55,1,2
41448,54,-1,2
41449,54,0,2
41450,53,-1,2
41451,52,-1,2
41452,52,0,2
41453,52,0,2
41454,51,-1,2
41455,51,0,2
41456,51,0,2
41457,51,0,2
41458,52,1,2
41459,52,0,2
41460,52,0,2
41461,52,0,2
41462,54,2,2
41463,53,-1,2
41464,53,0,2
41465,52,-1,2
41466,52,0,2
41467,52,0,2
41468,51,-1,2
41469,52,1,2
41470,52,0,2
41471,52,0,2
41472,52,0,2
41473,52,0,2
41474,52,0,2
41475,53,1,2
41476,53,0,2
41477,53,0,2
41478,52,-1,2
41479,51,-1,2
41480,50,-1,2
41481,50,0,2
41482,52,2,2
41483,52,0,2
41484,52,0,2
41485,52,0,2
41486,51,-1,2
41487,51,0,2
41488,51,0,2
41489,51,0,2
41490,51,0,2
41491,50,-1,2
41492,54,4,2
41493,53,-1,2
41494,53,0,2
41495,53,0,2
41496,53,0,2
41497,53,0,2
41498,53,0,2
41499,53,0,2
41500,53,0,2
41501,52,-1,2
41502,51,-1,2
41503,51,0,2
41504,51,0,2
41505,51,0,2
41506,50,-1,2
41507,49,-1,2
41508,49,0,2
41509,52,3,2
41510,53,1,2
41511,52,-1,2
41512,51,-1,2
41513,51,0,2
41514,52,1,2
41515,51,-1,2
41516,51,0,2
41517,50,-1,2
41518,53,3,2
41519,52,-1,2
41520,52,0,2
41521,52,0,2
41522,50,-2,2
41523,50,0,2
41524,50,0,2
41525,73,23,2
41526,67,-6,2
41527,65,-2,2
41528,59,-6,2
41529,57,-2,2
41530,53,-4,2
41531,52,-1,2
41532,51,-1,2
41533,50,-1,2
41534,50,0,2
41535,49,-1,2
41536,49,0,2
41537,48,-1,2
41538,47,-1,2
41539,48,1,2
41540,47,-1,2
41541,48,1,2
41542,48,0,2
41543,48,0,2
41544,48,0,2
41545,51,3,2
41546,70,19,2
41547,68,-2,2
41548,65,-3,2
41549,63,-2,2
41550,60,-3,2
41551,58,-2,2
41552,56,-2,2
41553,54,-2,2
41554,53,-1,2
41555,52,-1,2
41556,51,-1,2
41557,50,-1,2
41558,49,-1,2
41559,48,-1,2
41560,47,-1,2
41561,51,4,2
41562,56,5,2
41563,55,-1,2
41564,53,-2,2
41565,51,-2,2
41566,50,-1,2
41567,48,-2,2
41568,47,-1,2
41569,47,0,2
41570,46,-1,2
41571,45,-1,2
41572,46,1,2
41573,45,-1,2
41574,45,0,2
41575,45,0,2
41576,46,1,2
41577,46,0,2
41578,46,0,2
41579,46,0,2
41580,46,0,2
41581,47,1,2
41582,46,-1,2
41583,46,0,2
41584,46,0,2
41585,47,1,2
41586,48,1,2
41587,47,-1,2
41588,47,0,2
41589,46,-1,2
41590,46,0,2
41591,45,-1,2
41592,46,1,2
41593,46,0,2
41594,46,0,2
41595,46,0,2
41596,47,1,2
41597,47,0,2
41598,47,0,2
41599,53,6,2
41600,54,1,2
41601,52,-2,2
41602,51,-1,2
41603,50,-1,2
41604,49,-1,2
41605,48,-1,2
41606,48,0,2
41607,49,1,2
41608,48,-1,2
41609,47,-1,2
41610,46,-1,2
41611,45,-1,2
41612,46,1,2
41613,49,3,2
41614,54,5,2
41615,60,6,2
41616,58,-2,2
41617,56,-2,2
41618,53,-3,2
41619,51,-2,2
41620,50,-1,2
41621,49,-1,2
41622,48,-1,2
41623,47,-1,2
41624,48,1,2
41625,47,-1,2
41626,48,1,2
41627,47,-1,2
41628,47,0,2
41629,46,-1,2
41630,49,3,2
41631,53,4,2
41632,54,1,2
41633,54,0,2
41634,54,0,2
41635,53,-1,2
41636,51,-2,2
41637,50,-1,2
41638,53,3,2
41639,51,-2,2
41640,50,-1,2
41641,49,-1,2
41642,59,10,2
41643,60,1,2
41644,57,-3,2
41645,56,-1,2
41646,54,-2,2
41647,53,-1,2
41648,52,-1,2
41649,51,-1,2
41650,50,-1,2
41651,49,-1,2
41652,50,1,2
41653,50,0,2
41654,49,-1,2
41655,48,-1,2
41656,48,0,2
41657,49,1,2
41658,48,-1,2
41659,47,-1,2
41660,48,1,2
41661,48,0,2
41662,48,0,2
41663,47,-1,2
41664,46,-1,2
41665,46,0,2
41666,47,1,2
41667,47,0,2
41668,48,1,2
41669,47,-1,2
41670,48,1,2
41671,47,-1,2
41672,48,1,2
41673,49,1,2
41674,48,-1,2
41675,49,1,2
41676,49,0,2
41677,49,0,2
41678,52,3,2
41679,56,4,2
41680,55,-1,2
41681,53,-2,2
41682,51,-2,2
41683,50,-1,2
41684,49,-1,2
41685,48,-1,2
41686,48,0,2
41687,49,1,2
41688,49,0,2
41689,49,0,2
41690,48,-1,2
41691,47,-1,2
41692,48,1,2
41693,47,-1,2
41694,48,1,2
41695,48,0,2
41696,49,1,2
41697,52,3,2
41698,55,3,2
41699,56,1,2
41700,54,-2,2
41701,53,-1,2
41702,51,-2,2
41703,50,-1,2
41704,49,-1,2
41705,49,0,2
41706,50,1,2
41707,50,0,2
41708,51,1,2
41709,76,25,2
41710,73,-3,2
41711,66,-7,2
41712,63,-3,2
41713,62,-1,2
41714,59,-3,2
41715,57,-2,2
41716,56,-1,2
41717,55,-1,2
41718,54,-1,2
41719,54,0,2
41720,54,0,2
41721,53,-1,2
41722,54,1,2
41723,53,-1,2
41724,52,-1,2
41725,51,-1,2
41726,51,0,2
41727,52,1,2
41728,53,1,2
41729,52,-1,2
41730,51,-1,2
41731,54,3,2
41732,55,1,2
41733,54,-1,2
41734,53,-1,2
41735,52,-1,2
41736,51,-1,2
41737,51,0,2
41738,53,2,2
41739,58,5,2
41740,57,-1,2
41741,55,-2,2
41742,54,-1,2
41743,53,-1,2
41744,53,0,2
41745,52,-1,2
41746,51,-1,2
41747,50,-1,2
41748,51,1,2
41749,49,-2,2
41750,49,0,2
41751,51,2,2
41752,53,2,2
41753,54,1,2
41754,53,-1,2
41755,52,-1,2
41756,52,0,2
41757,52,0,2
41758,60,8,2
41759,63,3,2
41760,60,-3,2
41761,57,-3,2
41762,56,-1,2
41763,55,-1,2
41764,56,1,2
41765,54,-2,2
41766,53,-1,2
41767,52,-1,2
41768,51,-1,2
41769,51,0,2
41770,50,-1,2
41771,53,3,2
41772,52,-1,2
41773,51,-1,2
41774,50,-1,2
41775,49,-1,2
41776,50,1,2
41777,52,2,2
41778,51,-1,2
41779,53,2,2
41780,53,0,2
41781,51,-2,2
41782,50,-1,2
41783,49,-1,2
41784,49,0,2
41785,49,0,2
41786,48,-1,2
41787,48,0,2
41788,49,1,2
41789,48,-1,2
41790,48,0,2
41791,49,1,2
41792,48,-1,2
41793,48,0,2
41794,48,0,2
41795,47,-1,2
41796,46,-1,2
41797,47,1,2
41798,47,0,2
41799,47,0,2
41800,46,-1,2
41801,47,1,2
41802,48,1,2
41803,49,1,2
41804,48,-1,2
41805,47,-1,2
41806,47,0,2
41807,47,0,2
41808,48,1,2
41809,49,1,2
41810,49,0,2
41811,48,-1,2
41812,48,0,2
41813,48,0,2
41814,47,-1,2
41815,46,-1,2
41816,47,1,2
41817,46,-1,2
41818,47,1,2
41819,48,1,2
41820,49,1,2
41821,50,1,2
41822,51,1,2
41823,51,0,2
41824,51,0,2
41825,52,1,2
41826,51,-1,2
41827,53,2,2
41828,54,1,2
41829,54,0,2
41830,54,0,2
41831,55,1,2
41832,55,0,2
41833,54,-1,2
41834,53,-1,2
41835,52,-1,2
41836,51,-1,2
41837,51,0,2
41838,51,0,2
41839,51,0,2
41840,51,0,2
41841,52,1,2
41842,52,0,2
41843,52,0,2
41844,52,0,2
41845,52,0,2
41846,52,0,2
41847,52,0,2
41848,52,0,2
41849,53,1,2
41850,53,0,2
41851,54,1,2
41852,54,0,2
41853,57,3,2
41854,56,-1,2
41855,55,-1,2
41856,54,-1,2
41857,55,1,2
41858,56,1,2
41859,54,-2,2
41860,55,1,2
41861,54,-1,2
41862,53,-1,2
41863,52,-1,2
41864,51,-1,2
41865,52,1,2
41866,52,0,2
41867,52,0,2
41868,53,1,2
41869,54,1,2
41870,55,1,2
41871,55,0,2
41872,54,-1,2
41873,55,1,2
41874,59,4,2
41875,60,1,2
41876,59,-1,2
41877,57,-2,2
41878,56,-1,2
41879,55,-1,2
41880,54,-1,2
41881,53,-1,2
41882,52,-1,2
41883,52,0,2
41884,53,1,2
41885,53,0,2
41886,55,2,2
41887,58,3,2
41888,59,1,2
41889,58,-1,2
41890,57,-1,2
41891,56,-1,2
41892,55,-1,2
41893,54,-1,2
41894,55,1,2
41895,56,1,2
41896,55,-1,2
41897,56,1,2
41898,56,0,2
41899,56,0,2
41900,55,-1,2
41901,54,-1,2
41902,53,-1,2
41903,52,-1,2
41904,53,1,2
41905,57,4,2
41906,56,-1,2
41907,54,-2,2
41908,53,-1,2
41909,52,-1,2
41910,51,-1,2
41911,52,1,2
41912,53,1,2
41913,55,2,2
41914,56,1,2
41915,56,0,2
41916,55,-1,2
41917,53,-2,2
41918,51,-2,2
41919,50,-1,2
41920,49,-1,2
41921,49,0,2
41922,50,1,2
41923,50,0,2
41924,49,-1,2
41925,49,0,2
41926,50,1,2
41927,52,2,2
41928,52,0,2
41929,56,4,2
41930,56,0,2
41931,56,0,2
41932,56,0,2
41933,55,-1,2
41934,55,0,2
41935,55,0,2
41936,55,0,2
41937,56,1,2
41938,56,0,2
41939,56,0,2
41940,57,1,2
41941,56,-1,2
41942,56,0,2
41943,54,-2,2
41944,55,1,2
41945,55,0,2
41946,54,-1,2
41947,56,2,2
41948,55,-1,2
41949,54,-1,2
41950,53,-1,2
41951,52,-1,2
41952,51,-1,2
41953,52,1,2
41954,53,1,2
41955,53,0,2
41956,53,0,2
41957,52,-1,2
41958,52,0,2
41959,52,0,2
41960,52,0,2
41961,53,1,2
41962,53,0,2
41963,52,-1,2
41964,52,0,2
41965,52,0,2
41966,51,-1,2
41967,51,0,2
41968,50,-1,2
41969,50,0,2
41970,50,0,2
41971,50,0,2
41972,50,0,2
41973,50,0,2
41974,51,1,2
41975,51,0,2
41976,50,-1,2
41977,49,-1,2
